RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4177,15703413,Montes,519,France,Female,38,7,125328.56,1,1,0,188225.67,0
4178,15610433,Kwemto,573,France,Male,35,9,0,2,1,0,11743.89,0
4179,15770548,Lucchese,453,Germany,Female,28,3,139986.65,1,1,0,136846.75,0
4180,15645637,Huggins,798,Germany,Female,39,6,119787.76,1,1,1,164248.33,0
4181,15590888,Wade,693,Spain,Female,34,10,107556.06,2,0,0,154631.35,0
4182,15568326,Kenenna,637,France,Female,44,2,0,2,1,0,149665.65,0
4183,15655368,Wheeler,672,France,Male,47,1,0,1,0,0,91574.92,0
4184,15665579,Cartwright,597,France,Female,28,0,142705.95,1,1,0,127233.39,0
4185,15676091,Iloerika,543,France,Male,42,7,0,1,1,1,56650.47,0
4186,15716984,Palermo,695,Spain,Female,56,4,0,2,1,0,84644.76,0
4187,15715078,Nkemakolam,584,France,Male,35,6,161613.94,2,1,1,148238.16,0
4188,15569452,Butler,652,Germany,Female,58,3,116353.2,2,0,1,193502.9,0
4189,15628863,Calabresi,601,France,Male,38,4,60013.81,1,1,1,38020.05,0
4190,15778192,Nkemdilim,628,Spain,Male,28,4,0,2,1,1,176750.81,0
4191,15793723,Ch'iu,607,Germany,Male,32,9,144272.07,2,1,0,176580.63,0
4192,15798943,Alexander,646,France,Female,46,8,0,2,1,0,133059.15,0
4193,15764708,Chiabuotu,572,France,Male,30,6,117696.67,1,1,0,100843.82,0
4194,15791040,Vasilyeva,801,Spain,Male,58,1,79954.61,2,1,1,30484.19,0
4195,15631512,Schneider,597,France,Female,26,8,149989.39,1,1,0,42330.58,0
4196,15640106,Mason,613,France,Male,40,7,124339.9,1,0,0,193309.58,0
4197,15710315,Chukwukadibia,529,Germany,Male,29,4,135759.4,1,0,0,112813.79,1
4198,15771535,Tsui,794,Spain,Female,37,9,0,2,1,0,68008.85,0
4199,15611947,Banks,557,France,Male,34,3,83074,1,1,0,132673.22,0
4200,15670266,Shih,499,France,Female,28,4,141792.61,1,1,1,22001.91,0
4201,15609083,Tretiakova,544,France,Female,26,6,0,1,1,0,100200.4,1
4202,15567923,Barese,739,France,Female,30,6,0,1,0,0,122604.44,0
4203,15788183,Longo,458,Germany,Female,43,1,106870.12,2,1,0,100564.37,0
4204,15735782,MacDonald,528,France,Male,31,9,120962.59,1,1,0,5419.31,0
4205,15774401,Chambers,773,Spain,Male,51,4,0,2,0,0,123587.83,1
4206,15737971,Cowen,646,France,Female,30,5,0,2,1,0,13935.32,0
4207,15758750,Iweobiegbunam,564,France,Male,31,0,110527.17,1,1,1,87060.77,0
4208,15611767,Mai,624,Germany,Female,52,0,133723.43,1,0,0,4859.59,1
4209,15643770,Yu,682,France,Female,52,5,112670.48,1,1,0,21085.17,1
4210,15744717,Duffy,726,France,Female,44,2,0,2,1,1,26733.86,0
4211,15570681,Chiang,560,France,Male,24,1,116084.32,1,1,0,89734.7,0
4212,15792650,Watts,382,Spain,Male,36,0,0,1,1,1,179540.73,1
4213,15605531,Daly,457,Spain,Female,38,6,0,2,1,0,173219.09,0
4214,15605339,Baker,673,France,Female,37,10,0,2,1,1,37411.35,0
4215,15672216,Uvarov,584,France,Female,40,4,82441.75,1,0,0,80852.11,0
4216,15812893,Costa,629,France,Female,39,10,0,2,1,1,43174.49,1
4217,15624180,Genovesi,584,Germany,Female,37,10,134171.8,4,1,1,70927.11,1
4218,15701364,Doherty,724,France,Male,30,10,0,2,1,1,54265.55,0
4219,15762588,Kaleski,644,France,Male,31,5,0,2,1,1,41872.17,0
4220,15806318,Wright,676,Germany,Female,48,2,124442.38,1,1,0,15068.53,1
4221,15712596,Huang,499,France,Male,31,4,0,1,1,0,25950.49,0
4222,15600399,Trentino,598,France,Male,60,4,0,1,1,0,197727.14,1
4223,15576216,Chienezie,655,Germany,Female,37,4,108862.76,1,1,0,79555.08,1
4224,15620750,Sugden,559,France,Male,28,3,141099.43,1,1,1,15607.27,0
4225,15623489,Tu,543,France,Female,67,0,128843.67,1,1,1,134612.48,0
4226,15667944,Onuchukwu,679,France,Male,39,0,86843.61,1,0,1,159830.58,0
4227,15584928,Ugochukwutubelum,594,Germany,Female,32,4,120074.97,2,1,1,162961.79,0
4228,15779913,Davidson,586,France,Male,27,5,130231.8,2,1,1,192427.16,0
4229,15644977,Goddard,776,France,Female,31,5,0,2,1,0,92647.94,0
4230,15749679,Beck,699,France,Male,39,2,109724.38,1,1,1,180022.39,0
4231,15629010,Beam,847,Germany,Female,35,5,111743.43,1,1,1,183584.14,0
4232,15768465,Sheppard,582,Germany,Male,35,8,121309.17,2,1,1,28750.67,0
4233,15767781,Godfrey,648,France,Male,38,10,82697.28,1,1,0,74846.67,0
4234,15635364,Gray,618,France,Female,49,9,44301.43,3,1,1,89729.3,1
4235,15722004,Hsiung,543,France,Female,31,4,138317.94,1,0,0,61843.73,0
4236,15766044,Cameron,642,Germany,Male,49,4,120688.61,1,1,0,24770.22,1
4237,15586680,Fleming,462,France,Male,27,4,176913.52,1,1,0,80587.27,0
4238,15635388,Austin,640,Spain,Male,47,6,89047.14,1,1,0,116286.25,0
4239,15655175,Wallace,740,Germany,Male,40,4,114318.78,2,1,0,129333.69,1
4240,15639133,Ku,773,France,Female,50,4,0,2,1,0,129372.94,0
4241,15799653,Fiorentino,583,Germany,Female,32,7,94753.55,2,1,1,18149.03,0
4242,15723872,Buccho,589,Spain,Female,46,10,0,2,0,1,168369.37,0
4243,15775627,Gordon,509,France,Male,35,8,0,2,0,1,67431.28,0
4244,15630704,Haworth,612,Germany,Male,32,9,106520.73,2,1,0,177092.16,0
4245,15815534,Guidry,505,Spain,Male,37,0,134006.39,1,1,1,93736.69,0
4246,15697249,Lettiere,546,Germany,Female,25,3,132837.7,1,1,0,131647.31,0
4247,15681316,Tai,681,France,Female,41,0,120549.29,2,1,0,175722.31,0
4248,15682523,Chigozie,762,France,Male,20,1,139432.55,1,1,1,85606.83,0
4249,15650244,Bezrukov,786,Spain,Male,29,7,80895.44,2,1,0,64945.57,0
4250,15648638,Chia,629,Spain,Male,34,6,0,2,1,0,190347.72,0
4251,15795747,Sheppard,787,Spain,Female,39,7,171646.76,1,0,1,100791.36,0
4252,15607330,Vasilyev,713,Spain,Male,42,0,109121.71,1,0,1,167873.49,0
4253,15624013,Maxwell,541,France,Female,39,6,109844.81,1,1,0,25289.23,0
4254,15800805,Maher,451,France,Female,31,7,140931.82,1,0,1,20388.77,0
4255,15667321,Cocci,644,Spain,Male,49,10,0,2,1,1,145089.64,0
4256,15601116,P'an,686,France,Male,32,6,0,2,1,1,179093.26,0
4257,15622033,Rapuluchukwu,847,Germany,Female,41,3,101543.51,4,1,0,16025.17,1
4258,15758451,Azuka,765,Germany,Male,37,7,102708.77,1,1,0,9087.81,0
4259,15688689,Esposito,678,Germany,Female,37,8,149000.91,2,1,1,21472.42,0
4260,15652674,Hou,539,France,Male,20,0,83459.86,1,1,1,146752.67,0
4261,15806327,Cyril,800,France,Female,40,3,75893.11,2,1,0,132562.23,0
4262,15649618,Tomlinson,799,Germany,Female,39,7,167395.6,2,0,1,139537.43,0
4263,15677117,Crawford,629,France,Female,61,6,0,2,1,1,133672.61,0
4264,15751445,Chikwado,734,Germany,Female,52,6,71283.09,2,0,1,38984.37,0
4265,15749669,Hargreaves,542,France,Female,31,3,0,2,1,1,115217.59,0
4266,15656351,Laidley,414,Spain,Male,60,3,0,2,1,1,93844.82,0
4267,15667438,Ferguson,675,France,Female,38,1,104016.88,1,0,0,22068.83,1
4268,15682273,Burns,683,France,Female,38,5,127616.56,1,1,0,123846.07,0
4269,15580912,McNeill,748,France,Male,32,5,154737.88,2,1,1,172638.13,0
4270,15785183,Chukwuebuka,596,Spain,Male,29,2,0,2,1,1,1591.19,0
4271,15705383,Shen,642,France,Male,35,4,125476.31,1,1,1,91775.51,0
4272,15712903,Diaz,499,France,Female,21,3,176511.08,1,1,1,153920.22,0
4273,15774285,Kentish,649,Spain,Female,47,8,110783.28,1,1,1,71420.16,0
4274,15583138,Persse,739,France,Male,42,2,141642.92,2,1,0,172149.76,0
4275,15740160,Okwukwe,616,France,Male,31,1,0,2,1,1,54706.75,0
4276,15793425,Watt,560,Spain,Female,33,9,0,1,0,1,183358.21,0
4277,15749265,Carslaw,427,Germany,Male,42,1,75681.52,1,1,1,57098,0
4278,15623989,Griffin,435,France,Male,54,3,0,1,1,0,156910.46,1
4279,15604832,Hsia,633,France,Male,29,7,0,1,1,1,130224.73,0
4280,15584580,Fyodorova,443,France,Male,35,6,161111.45,1,0,0,13946.66,0
4281,15573854,Chukwujekwu,727,France,Male,62,5,0,2,0,1,38652.96,0
4282,15614847,Townsend,674,France,Female,45,6,72494.69,1,0,1,140041.78,0
4283,15679966,Marsh,661,France,Female,31,3,133964.3,1,1,1,166187.1,0
4284,15799435,Hayes,619,Spain,Male,34,1,0,1,1,0,139919.38,0
4285,15752186,Padovano,562,France,Female,27,3,0,2,1,0,28137.03,0
4286,15705544,Ma,633,France,Male,61,3,157201.48,1,0,1,50368.63,0
4287,15713632,Ham,551,Spain,Female,48,5,95679.29,1,0,0,94978.1,0
4288,15586523,Paten,720,Germany,Female,29,7,106230.92,1,1,1,69903.93,1
4289,15609176,Cawthorne,688,France,Female,32,5,0,2,0,1,177607.77,0
4290,15769308,Herbert,635,Germany,Female,36,9,81231.85,2,1,0,196731.08,0
4291,15676810,Jen,561,France,Female,31,1,81480.27,2,1,1,65234.6,0
4292,15634591,Saunders,850,France,Male,33,8,73059.38,1,1,1,186281,0
4293,15679804,Esquivel,636,France,Male,36,5,117559.05,2,1,1,111573.3,0
4294,15677764,Chao,461,Germany,Female,74,1,186445.31,2,1,1,196767.83,0
4295,15571917,Eluemuno,771,Germany,Female,38,5,137657.71,2,1,0,72985.61,0
4296,15574608,Sidorova,713,France,Male,36,8,133889.35,1,1,1,143265.65,0
4297,15740868,Pirogova,658,Germany,Female,45,9,134562.8,1,1,1,159268.67,0
4298,15702442,Benson,586,Germany,Female,56,9,100781.75,2,1,1,54448.41,0
4299,15699797,Santana,737,France,Male,30,8,174356.13,1,0,0,31928.5,0
4300,15648047,Williamson,742,Germany,Male,27,5,190125.43,2,0,0,21793.59,0
4301,15766826,North,824,France,Male,26,7,146266,1,1,0,21903.62,1
4302,15591628,Davies,701,Germany,Male,41,9,164046.1,1,1,0,49405.93,0
4303,15583857,Siciliano,623,Spain,Female,43,4,123536.52,2,0,0,154908.52,0
4304,15752534,Mironov,744,France,Male,36,10,0,2,1,1,182867.84,0
4305,15741403,Amechi,698,Spain,Female,38,1,171848.38,1,0,0,16957.45,0
4306,15783589,Toscano,616,France,Male,40,9,0,2,0,0,93717.55,0
4307,15598046,Su,662,France,Female,39,5,139562.05,2,1,0,61636.22,0
4308,15643330,Chukwuemeka,594,France,Male,37,2,0,2,0,1,95864.5,0
4309,15680405,P'eng,685,France,Male,40,2,168001.34,2,1,1,167400.29,0
4310,15728683,Lombardo,742,France,Male,27,0,0,2,0,1,131534.96,0
4311,15621644,Lombardi,678,Germany,Male,83,6,123356.63,1,0,1,92934.41,0
4312,15733032,Butler,651,Spain,Male,47,2,0,2,1,1,119808.64,0
4313,15608381,Dean,585,Germany,Male,50,2,125845.66,1,1,0,9439.31,1
4314,15658946,Piccio,579,Germany,Male,40,10,45408.85,2,1,0,18732.91,0
4315,15757912,Bradley,722,Germany,Female,37,0,125977.81,1,0,0,160162.42,0
4316,15645371,Cameron,613,Germany,Female,51,7,147262.11,1,1,1,53630.9,1
4317,15653110,Chan,694,France,Male,42,8,133767.19,1,1,0,36405.21,0
4318,15766355,Lettiere,550,Germany,Male,49,0,108806.96,3,1,0,61446.92,1
4319,15585249,Mironova,741,France,Male,42,6,106036.52,1,1,0,194686.78,1
4320,15611786,Tsui,668,Spain,Female,69,9,0,1,0,1,134483.07,0
4321,15575486,Okoli,529,France,Female,27,1,0,2,1,1,37769.98,0
4322,15780215,Berry,636,France,Male,31,6,0,2,1,1,2382.61,0
4323,15686099,Ruse,563,Spain,Male,61,1,82182.1,1,1,0,106826.92,1
4324,15739042,Bogolyubov,767,France,Female,35,9,0,2,1,0,39511.61,0
4325,15815316,Kennedy,644,France,Male,50,9,76817,4,1,0,196371.13,1
4326,15778489,Bolton,780,Germany,Male,71,9,142550.25,2,1,1,122506.78,0
4327,15786389,Chuang,635,Spain,Female,41,10,0,2,1,1,61994.2,0
4328,15601787,Greco,641,Germany,Male,35,2,103711.56,1,0,1,192464.21,1
4329,15624715,Ma,593,Spain,Female,40,2,0,1,1,1,5194.95,0
4330,15763093,Nucci,540,Germany,Female,35,7,128369.75,2,1,0,198256.15,0
4331,15572073,Yao,663,Spain,Male,35,5,0,2,1,1,62634.94,0
4332,15780256,Palfreyman,630,France,Male,34,9,0,2,1,1,114006.35,0
4333,15659305,Webster,605,Germany,Male,19,8,166133.28,1,1,1,107994.99,0
4334,15638882,Cardell,710,Germany,Female,62,9,148214.36,1,1,0,48571.14,1
4335,15714680,Bianchi,755,France,Female,78,5,121206.96,1,1,1,76016.49,0
4336,15777217,Somadina,641,Spain,Male,25,10,0,2,1,1,180808.39,0
4337,15739123,Mellor,737,Germany,Male,50,4,127552.85,2,1,0,4225.11,0
4338,15594450,Tomlinson,695,France,Male,49,9,159458.53,1,1,0,135841.35,0
4339,15797751,Pai,466,Germany,Female,47,5,102085.72,1,1,1,183536.24,1
4340,15691543,Lennox,558,Germany,Male,58,2,142537.18,1,1,1,88791.83,0
4341,15722845,Meldrum,665,Spain,Male,29,1,182781.74,2,1,1,63732.9,0
4342,15605804,Watson,737,France,Male,45,10,0,2,1,0,1364.54,0
4343,15702061,Findlay,654,France,Male,29,7,0,2,1,1,149184.15,0
4344,15694321,Su,619,France,Female,28,3,0,2,1,0,53394.12,0
4345,15798749,Davidson,845,Germany,Female,43,3,152063.59,2,1,0,97910.06,0
4346,15720050,Barrett,727,France,Female,28,2,110997.76,1,1,0,101433.76,0
4347,15758048,Miah,582,France,Male,50,2,148942,1,1,1,116944.3,0
4348,15805681,Chamberlain,716,France,Male,41,9,0,1,1,1,113267.48,0
4349,15802809,Vidal,660,Spain,Female,36,0,84438.57,1,1,1,181449.51,0
4350,15807239,Lung,664,France,Female,34,7,93920.47,1,0,0,179913.98,0
4351,15749093,Tretyakova,801,France,Male,43,4,158713.08,2,0,0,98586.14,0
4352,15689344,Montgomery,615,Spain,Male,42,4,0,3,0,1,120321.09,0
4353,15606076,Golubev,718,Germany,Male,63,7,123204.88,1,1,1,100538.8,0
4354,15610090,Han,667,France,Male,40,8,72945.29,2,1,0,98931.5,0
4355,15693926,Pan,670,Spain,Male,37,0,178742.71,1,1,1,194493.57,0
4356,15791501,Carroll,590,France,Male,43,8,0,2,1,1,143628.31,0
4357,15621870,Hawkins,739,Spain,Female,40,8,0,1,1,0,167030.51,0
4358,15734711,Loggia,373,France,Male,42,7,0,1,1,0,77786.37,1
4359,15814405,Chesnokova,418,France,Female,46,9,0,1,1,1,81014.5,1
4360,15729359,Chambers,837,France,Female,29,9,0,2,1,1,41866.26,0
4361,15606944,Fleming,645,Germany,Male,43,9,140121.17,1,1,0,11302.7,1
4362,15671934,Veale,552,Germany,Male,39,2,132906.88,1,0,1,149384.43,0
4363,15641773,Browne,580,Germany,Male,45,2,179334.83,2,1,1,169303.65,0
4364,15701972,Parsons,684,France,Male,35,3,137179.39,1,1,1,37264.11,0
4365,15749114,Bailey,634,Spain,Male,35,3,0,2,1,1,19515.48,0
4366,15780362,Ferrari,607,France,Female,49,9,119960.29,2,1,0,103068.22,0
4367,15753229,Genovese,802,France,Male,29,9,127414.55,1,1,1,134459.12,0
4368,15656009,McIntyre,736,France,Female,36,6,0,1,1,0,70496.66,0
4369,15785024,Warner,629,France,Female,40,9,137409.19,1,1,0,175877.7,1
4370,15670492,Gordon,737,France,Male,28,8,0,2,1,0,106390.01,0
4371,15795458,McMillan,718,Spain,Female,39,2,0,1,1,1,52138.49,0
4372,15732438,Cheng,561,France,Male,43,4,0,4,0,0,18522.91,1
4373,15781987,Akhtar,641,France,Male,31,9,112494.99,1,1,1,32231.6,0
4374,15775826,Iadanza,677,France,Male,30,1,78133.15,1,0,1,174225.88,0
4375,15807457,Abernathy,641,Spain,Female,36,1,0,2,1,0,102021.39,0
4376,15632538,Watson,658,Spain,Female,32,5,145553.07,1,1,1,31484.76,0
4377,15641389,Shen,659,Germany,Male,48,4,123593.22,2,1,0,82469.06,1
4378,15657306,Kershaw,567,France,Female,47,2,0,1,0,0,110900.43,1
4379,15709447,Reed,584,France,Female,26,0,146286.22,1,1,0,105105.35,0
4380,15762682,Mitchell,709,Spain,Female,35,1,111827.27,2,1,0,12674.68,0
4381,15626042,Webb,690,Spain,Female,26,2,0,2,1,1,93255.85,0
4382,15597109,Vanzetti,627,France,Male,70,1,94416.78,1,0,1,145299.5,0
4383,15756148,Nnanna,765,Spain,Male,45,2,91549.78,1,1,1,47139.44,0
4384,15665634,Campbell,645,France,Female,38,7,59568.57,1,1,1,167723.25,0
4385,15739997,Capon,716,France,Female,23,2,94464.81,2,0,1,185900.88,0
4386,15686242,Otutodilichukwu,771,France,Female,57,4,0,1,0,0,85876.67,1
4387,15759244,Boone,687,Germany,Male,44,8,95368.14,2,1,1,1787.85,0
4388,15672027,McIntyre,717,Germany,Female,33,10,102185.42,2,1,0,23231.93,0
4389,15594576,Zhdanov,524,France,Male,32,1,144875.71,1,0,0,187740.04,0
4390,15707138,Nagy,679,Spain,Male,39,5,0,2,1,1,100060.54,0
4391,15756954,Lombardo,538,France,Female,32,2,0,1,1,1,80130.54,0
4392,15619130,Simpson,752,Germany,Female,37,5,113291.05,2,1,1,132467.54,0
4393,15639665,Herbert,846,Spain,Male,61,0,0,2,1,1,96202.44,0
4394,15571065,Lehr,532,Spain,Female,39,0,0,2,1,0,94977.3,0
4395,15686060,Chou,670,Germany,Male,43,9,111677.88,1,1,0,178827.3,1
4396,15615753,Upchurch,597,Germany,Female,35,8,131101.04,1,1,1,192852.67,0
4397,15800961,Ugorji,627,Germany,Male,52,1,76101.81,2,0,1,177238.35,0
4398,15763065,Palerma,700,Spain,Female,40,2,0,2,1,0,199753.97,0
4399,15672467,Coles,766,France,Female,52,7,92510.9,2,0,1,66193.61,0
4400,15752915,Hsueh,488,France,Female,34,2,0,2,1,1,181270.84,0
4401,15744695,Tu,694,France,Male,39,5,77652.4,1,1,1,25407.59,0
4402,15584897,Kuo,639,France,Female,31,3,98360.03,1,0,0,20973.8,0
4403,15601857,Woodhouse,705,Germany,Female,46,4,115518.07,1,0,0,76544.9,1
4404,15674156,Tretiakova,810,Germany,Male,69,3,27288.43,1,1,1,110509.9,0
4405,15695465,Gibson,638,France,Female,36,6,0,1,1,0,164247.51,0
4406,15792232,Moss,595,Spain,Female,43,5,0,2,0,0,105149.8,0
4407,15807900,Chineze,575,France,Male,36,7,0,1,1,1,55868.97,1
4408,15743760,Davidson,850,France,Male,31,6,131996.66,2,1,1,178747.43,0
4409,15652835,Liang,419,Spain,Female,27,2,121580.42,1,0,1,134720.51,0
4410,15767818,Graham,640,France,Male,55,10,132436.34,1,1,0,978.66,0
4411,15591150,Nwebube,570,Spain,Male,34,10,0,2,0,1,183387.12,0
4412,15734659,Sozonov,640,Germany,Female,46,5,107978.4,2,1,0,155876.06,0
4413,15796115,Forbes,689,Germany,Female,40,4,78119.59,4,1,0,119259.34,1
4414,15724648,Chikezie,725,France,Male,26,6,98684.15,1,0,0,133720.57,0
4415,15737732,Onwuemelie,751,France,Female,44,10,0,2,1,0,170634.49,0
4416,15632280,Toth,544,Spain,Female,53,9,0,1,1,0,125692.07,1
4417,15750407,Hunt,768,Germany,Female,43,2,129264.05,2,0,0,19150.14,0
4418,15795370,Mazure,648,Germany,Male,37,6,131753.41,1,1,0,86894.67,0
4419,15656829,Hughes,577,Spain,Female,33,6,0,2,1,0,57975.8,0
4420,15643794,Bennett,639,Spain,Female,27,2,0,1,1,1,82938.99,0
4421,15798605,Tien,686,Germany,Male,26,1,57422.62,1,1,1,79189.4,0
4422,15637324,Kay,657,France,Female,28,7,0,2,0,1,5177.62,0
4423,15589589,Bryan,613,France,Male,34,5,144094.2,1,1,0,44510.26,0
4424,15778936,Ingamells,701,France,Male,33,9,147510.34,1,1,0,190611.92,0
4425,15757385,Milne,578,Spain,Female,28,8,161592.76,1,1,0,177834.79,0
4426,15666200,Lombardo,689,France,Female,40,1,0,2,1,1,119446.64,0
4427,15683977,Owens,687,Spain,Female,72,4,0,2,1,1,50267.69,0
4428,15675518,Charlton,499,Spain,Female,53,1,75225.53,2,0,0,144849.1,1
4429,15584812,Overby,693,Spain,Female,39,0,0,2,0,0,81901.6,0
4430,15752984,Chifley,737,France,Female,70,9,87542.89,2,1,1,42576.86,0
4431,15577913,Oliver,651,France,Female,32,8,144581.96,1,1,1,87609.5,0
4432,15591980,Hill,753,France,Male,33,5,122568.05,2,1,1,82820.85,0
4433,15598948,DeRose,523,Spain,Female,24,5,172231.93,1,0,1,155144.12,0
4434,15574142,Chuang,458,Germany,Female,28,2,171932.26,2,1,1,9578.24,0
4435,15582903,Edwards,643,France,Male,39,7,0,2,1,1,170392.59,0
4436,15733229,Rodriguez,638,Spain,Female,34,7,0,2,0,0,3946.29,0
4437,15635752,Lo,685,Germany,Male,38,4,111798.06,2,1,1,102184.66,0
4438,15771000,Powell,684,France,Male,38,4,0,3,1,0,75609.84,0
4439,15804864,Chu,670,France,Female,27,5,79336.61,1,1,1,26170.08,0
4440,15641175,Munro,701,Germany,Male,63,3,120916.52,3,0,0,144727.45,1
4441,15692226,Onwumelu,705,France,Female,31,3,142905.51,1,1,1,58134.97,0
4442,15584156,Siciliani,593,Spain,Male,27,10,0,3,0,0,94620,1
4443,15702656,Yobachi,651,France,Female,33,1,96834.78,1,1,0,108764.69,0
4444,15606552,Akabueze,741,France,Male,37,9,105261.76,2,1,1,149503.54,0
4445,15687001,Chiemenam,596,Germany,Male,54,1,123544,1,1,1,120314.75,1
4446,15781903,Odinakachukwu,581,Germany,Male,41,2,127913.71,2,1,1,44205.95,0
4447,15731951,Reilly,689,Spain,Female,28,5,95328.6,1,1,0,6129.61,1
4448,15580953,Forbes,544,France,Male,30,4,73218.89,1,0,1,126796.69,0
4449,15810390,Amadi,718,France,Female,41,1,0,2,0,1,27509.52,1
4450,15628274,Ferri,583,Germany,Male,35,8,149995.72,2,1,0,42143.55,0
4451,15615444,Y?an,663,Germany,Male,28,8,123674.28,2,1,1,87985.2,0
4452,15784010,Williamson,666,Germany,Male,33,2,124125.26,1,1,0,81884.8,0
4453,15571586,Briggs,524,Spain,Male,29,3,159035.45,1,1,0,2705.31,1
4454,15748616,Napolitani,599,France,Male,27,5,0,2,1,0,30546.4,0
4455,15769402,Carpenter,667,France,Male,27,7,156811.74,1,1,1,149402.59,0
4456,15739248,Lin,727,France,Male,52,4,0,2,1,1,118429.02,0
4457,15603481,Robinson,689,Spain,Female,55,4,0,2,1,1,58442.25,0
4458,15723604,Collins,639,France,Male,39,6,150555.83,1,1,0,30414.17,0
4459,15797822,Kingsley,678,France,Male,28,2,109137.12,1,1,1,58814.41,0
4460,15665064,Harvey,523,France,Male,36,8,158351.02,2,1,0,155304.53,0
4461,15640580,Obiora,650,France,Female,47,9,0,1,1,0,187943.6,0
4462,15581089,Knight,744,Spain,Male,35,7,0,2,1,1,43036.6,0
4463,15728605,Hung,697,France,Male,40,4,0,2,0,1,26543.28,0
4464,15737385,Curtis,800,Spain,Female,46,6,0,2,1,0,171928.04,0
4465,15714789,Perez,664,France,Male,24,7,0,1,0,1,35611.35,0
4466,15786035,Gosnell,740,France,Male,39,9,0,2,1,0,19047.23,0
4467,15815259,Fang,835,France,Female,56,2,0,2,1,1,39820.13,0
4468,15592716,Clarke,559,France,Male,52,2,0,1,1,0,129013.59,1
4469,15734850,Milanesi,676,Spain,Male,36,1,82729.49,1,1,0,113810.12,0
4470,15638047,Chia,613,Germany,Female,45,9,142765.24,2,1,0,34749.65,0
4471,15674573,Gearhart,713,France,Female,25,4,121172.97,1,1,1,56268.98,0
4472,15694859,McLean,751,Germany,Female,28,10,132932.14,2,1,1,46630.47,0
4473,15776404,Williamson,523,France,Male,22,8,123374.46,1,1,1,124906.59,0
4474,15579345,Murphy,775,Germany,Female,74,0,161371.5,1,1,1,134869.93,0
4475,15690733,Angelo,608,Spain,Male,45,4,0,2,0,0,36697.48,1
4476,15631481,Thomson,673,France,Male,51,8,79563.36,2,1,1,172200.91,0
4477,15620988,Murray,616,France,Male,46,2,0,2,1,0,137136.46,0
4478,15571529,Kirby,650,Germany,Female,48,7,138232.24,1,1,0,57594.78,0
4479,15592104,Lane,655,France,Female,41,5,0,1,0,0,36548,1
4480,15651900,Bergamaschi,782,Germany,Female,53,1,81571.05,1,1,0,182960.46,1
4481,15596212,Yang,781,Spain,Male,35,1,0,2,0,0,42117.9,0
4482,15710687,Mills,593,France,Female,33,0,95927.04,1,1,0,199478.05,0
4483,15613787,Chidubem,505,Spain,Male,35,8,116932.59,1,1,0,91092.84,0
4484,15599211,Findlay,707,France,Male,40,1,0,2,1,0,14090.4,1
4485,15675983,Wood,692,France,Female,36,3,79551.12,1,0,1,178267.07,0
4486,15622370,Boyle,813,Germany,Male,30,1,116416.94,1,0,1,85808.22,0
4487,15656319,Toscano,850,Spain,Male,37,4,88141.1,1,1,0,109659.12,0
4488,15605130,Seccombe,753,France,Male,32,6,177729.13,1,1,1,161642.08,0
4489,15672574,Uspenskaya,850,Spain,Female,32,5,0,1,1,1,3830.59,0
4490,15659355,McKenzie,671,Spain,Male,32,6,123912.78,2,1,1,146636.44,0
4491,15777907,Liang,791,France,Female,33,3,0,1,1,1,144413.92,1
4492,15655171,Yermakova,624,France,Male,80,3,0,1,1,1,65801.44,0
4493,15619674,White,649,France,Female,35,4,108306.44,1,1,1,192486.24,0
4494,15775192,Rounsevell,732,Germany,Female,48,4,102962.62,1,1,0,120852.85,1
4495,15617657,Ts'ai,664,France,Female,36,0,103502.22,1,1,1,146191.82,0
4496,15688951,Stoneman,789,Germany,Male,43,8,119654.44,2,0,1,148412.24,1
4497,15763460,Yao,680,France,Male,33,10,183768.47,1,1,0,164119.35,0
4498,15756992,Chukwukere,701,France,Male,37,1,0,2,1,0,163457.55,0
4499,15617454,Ifeatu,684,France,Female,25,1,0,2,0,1,144978.47,0
4500,15701932,Millar,586,France,Female,52,6,140900.97,1,1,1,67288.89,0
4501,15700813,Igwebuike,522,Germany,Female,25,5,94049.92,2,1,0,103269,0
4502,15645600,Obidimkpa,739,Spain,Female,27,8,98926.4,1,1,1,106969.98,0
4503,15634146,Hou,835,Germany,Male,18,2,142872.36,1,1,1,117632.63,0
4504,15686743,Moody,790,Spain,Male,29,3,46057.96,2,1,1,189777.66,0
4505,15698792,Keldie,671,France,Female,48,6,119769.77,1,0,1,66032.65,0
4506,15591724,Liu,560,France,Female,44,5,143244.97,1,1,0,98661.27,0
4507,15571281,Ts'ao,651,France,Male,28,10,79562.98,1,1,1,74687.37,0
4508,15661380,Walker,682,France,Male,69,6,0,2,0,1,149604.18,0
4509,15728885,Defalco,808,France,Male,41,0,0,1,1,1,79888.78,0
4510,15618950,Lo Duca,644,Spain,Male,26,8,96659.64,2,1,1,138775.69,0
4511,15609804,Hyde,688,France,Male,29,1,0,2,1,0,154695.57,0
4512,15735849,Kanayochukwu,617,France,Female,26,2,165947.99,2,0,1,168834.38,0
4513,15652948,Yen,738,France,Male,33,4,92676.3,1,1,0,105817.63,0
4514,15618155,Ts'ui,663,France,Male,45,5,83195.12,1,1,1,48682.1,0
